EmployeeID,AverageWorkingHours,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1866571,48,41,Travel_Frequently,143,Cardiology,4,3,Marketing,1,1,Male,56,3,2,Nurse,2,Single,9355,9558,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7,No
1589819,49,50,Travel_Rarely,1046,Maternity,10,3,Technical Degree,1,4,Male,100,2,3,Nurse,4,Single,10496,2755,6,Y,No,15,3,4,80,0,20,2,3,4,3,1,3,No
1645744,42,40,Travel_Rarely,575,Cardiology,22,2,Marketing,1,3,Male,68,2,2,Nurse,3,Married,6380,6110,2,Y,Yes,12,3,1,80,2,8,6,3,6,4,1,0,No
1235953,75,31,Travel_Rarely,408,Maternity,9,4,Life Sciences,1,3,Male,42,2,1,Other,2,Single,2657,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2,Yes
1034442,70,21,Travel_Rarely,156,Cardiology,12,3,Life Sciences,1,3,Female,90,4,1,Other,2,Single,2716,25422,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0,Yes
1616596,43,29,Travel_Rarely,1283,Maternity,23,3,Life Sciences,1,4,Male,54,3,1,Other,4,Single,2201,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2,No
1078791,40,35,Travel_Rarely,755,Maternity,9,4,Life Sciences,1,3,Male,97,2,2,Nurse,2,Single,6540,19394,9,Y,No,19,3,3,80,0,10,5,3,1,1,0,0,No
1513965,49,27,Travel_Rarely,1469,Maternity,1,2,Medical,1,4,Male,82,3,1,Nurse,2,Divorced,3816,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4,No
1786169,43,28,Travel_Rarely,304,Cardiology,9,4,Life Sciences,1,2,Male,92,3,2,Nurse,4,Single,5253,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5,0,7,No
1377506,45,49,Travel_Rarely,1261,Maternity,7,3,Other,1,2,Male,31,2,3,Nurse,3,Single,10965,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0,No
1653415,49,51,Travel_Rarely,1178,Cardiology,14,2,Life Sciences,1,3,Female,87,3,2,Nurse,4,Married,4936,14862,4,Y,No,11,3,3,80,1,18,2,2,7,7,0,7,No
1125672,44,36,Travel_Rarely,329,Maternity,2,3,Life Sciences,1,4,Female,96,3,1,Other,3,Married,2543,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2,No
1629676,73,34,Non-Travel,1362,Cardiology,19,3,Marketing,1,1,Male,67,4,2,Nurse,4,Single,5304,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4,Yes
1121223,48,55,Travel_Rarely,1311,Neurology,2,3,Life Sciences,1,3,Female,97,3,4,Other,4,Single,16659,23258,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2,No
1339400,43,24,Travel_Rarely,1371,Cardiology,10,4,Marketing,1,4,Female,77,3,2,Nurse,3,Divorced,4260,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3,No
1382648,40,30,Travel_Rarely,202,Cardiology,2,1,Technical Degree,1,3,Male,72,3,1,Other,2,Married,2476,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0,No
1685681,45,26,Travel_Frequently,575,Maternity,3,1,Technical Degree,1,3,Male,73,3,1,Other,1,Single,3102,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4,No
1700683,47,22,Travel_Rarely,253,Maternity,11,3,Medical,1,1,Female,43,3,1,Other,2,Married,2244,24440,1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2,No
1634874,45,36,Travel_Rarely,164,Cardiology,2,2,Medical,1,2,Male,61,2,3,Nurse,3,Married,7596,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0,No
1362644,79,30,Travel_Frequently,464,Maternity,4,3,Technical Degree,1,3,Male,40,3,1,Other,4,Single,2285,3427,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0,Yes
1286933,43,37,Travel_Rarely,1107,Maternity,14,3,Life Sciences,1,4,Female,95,3,1,Nurse,1,Divorced,3034,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17,No
1848633,42,40,Travel_Rarely,759,Cardiology,2,2,Marketing,1,4,Female,46,3,2,Nurse,2,Divorced,5715,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3,No
1065198,41,42,Travel_Rarely,201,Maternity,1,4,Life Sciences,1,2,Female,95,3,1,Nurse,1,Divorced,2576,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2,No
1703984,49,37,Travel_Rarely,1305,Maternity,10,4,Life Sciences,1,3,Male,49,3,2,Therapist,2,Single,4197,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1,No
1538992,44,43,Travel_Rarely,982,Maternity,12,3,Life Sciences,1,1,Male,59,2,4,Administrative,2,Divorced,14336,4345,1,Y,No,11,3,3,80,1,25,3,3,25,10,3,9,No
1488170,48,40,Travel_Rarely,555,Maternity,2,3,Medical,1,2,Female,78,2,2,Nurse,3,Married,3448,13436,6,Y,No,22,4,2,80,1,20,3,3,1,0,0,0,No
1530826,49,54,Travel_Rarely,821,Maternity,5,2,Medical,1,1,Male,86,3,5,Administrative,1,Married,19406,8509,4,Y,No,11,3,3,80,1,24,4,2,4,2,1,2,No
1550660,40,34,Non-Travel,1381,Cardiology,4,4,Marketing,1,3,Female,72,3,2,Nurse,3,Married,6538,12740,9,Y,No,15,3,1,80,1,6,3,3,3,2,1,2,No
1766543,44,31,Travel_Rarely,480,Neurology,7,2,Medical,1,2,Female,31,3,2,Therapist,1,Married,4306,4156,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12,No
1241240,45,43,Travel_Frequently,313,Maternity,21,3,Medical,1,4,Male,61,3,1,Nurse,4,Married,2258,15238,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2,No
1616188,49,43,Travel_Rarely,1473,Maternity,8,4,Other,1,3,Female,74,3,2,Nurse,3,Divorced,4522,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2,No
1068776,46,25,Travel_Rarely,891,Cardiology,4,2,Life Sciences,1,2,Female,99,2,2,Nurse,4,Single,4487,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3,No
1514615,40,37,Non-Travel,1063,Maternity,25,5,Medical,1,2,Female,72,3,2,Other,3,Married,4449,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7,No
1413436,41,31,Travel_Rarely,329,Maternity,1,2,Life Sciences,1,4,Male,98,2,1,Nurse,1,Married,2218,16193,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2,No
1660433,42,39,Travel_Frequently,1218,Neurology,1,1,Life Sciences,1,2,Male,52,3,5,Other,3,Divorced,19197,8213,1,Y,Yes,14,3,3,80,1,21,3,3,21,8,1,6,No
1415736,40,56,Travel_Frequently,906,Cardiology,6,3,Life Sciences,1,3,Female,86,4,4,Nurse,1,Married,13212,18256,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7,No
1356712,43,30,Travel_Rarely,1082,Cardiology,12,3,Technical Degree,1,2,Female,83,3,2,Nurse,3,Single,6577,19558,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4,No
1482423,45,41,Travel_Rarely,645,Cardiology,1,3,Marketing,1,2,Male,49,4,3,Nurse,1,Married,8392,19566,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7,No
1735186,48,28,Travel_Rarely,1300,Maternity,17,2,Medical,1,3,Male,79,3,2,Nurse,1,Divorced,4558,13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8,No
1303791,48,25,Travel_Rarely,688,Maternity,3,3,Medical,1,1,Male,91,3,1,Nurse,1,Married,4031,9396,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,2,No
1595705,49,52,Travel_Rarely,319,Neurology,3,3,Medical,1,4,Male,39,2,3,Therapist,3,Married,7969,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4,No
1314827,42,45,Travel_Rarely,192,Maternity,10,2,Life Sciences,1,1,Male,69,3,1,Other,4,Married,2654,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2,No
1499671,42,52,Travel_Rarely,1490,Neurology,4,2,Life Sciences,1,4,Female,30,3,4,Other,4,Married,16555,10310,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4,No
1085614,45,42,Travel_Frequently,532,Maternity,29,2,Life Sciences,1,1,Female,92,3,2,Other,3,Divorced,4556,12932,2,Y,No,11,3,2,80,1,19,3,3,5,4,0,2,No
1635763,44,30,Travel_Rarely,317,Neurology,2,3,Life Sciences,1,3,Female,43,1,2,Therapist,4,Single,6091,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2,No
1031735,46,60,Travel_Rarely,422,Neurology,7,3,Life Sciences,1,1,Female,41,3,5,Other,1,Married,19566,3854,5,Y,No,11,3,4,80,0,33,5,1,29,8,11,10,No
1787984,41,46,Travel_Rarely,1485,Maternity,18,3,Medical,1,3,Female,87,3,2,Therapist,3,Divorced,4810,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8,No
1867121,49,42,Travel_Frequently,1368,Maternity,28,4,Technical Degree,1,4,Female,88,2,2,Nurse,4,Married,4523,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4,No
1377208,70,24,Travel_Rarely,1448,Cardiology,1,1,Technical Degree,1,1,Female,62,3,1,Other,2,Single,3202,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4,Yes
1548908,43,34,Travel_Frequently,296,Cardiology,6,2,Marketing,1,4,Female,33,1,1,Other,3,Divorced,2351,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0,No
1501749,41,38,Travel_Frequently,1490,Maternity,2,2,Life Sciences,1,4,Male,42,3,1,Nurse,4,Married,1702,12106,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0,No
1317087,40,40,Travel_Rarely,1398,Cardiology,2,4,Life Sciences,1,3,Female,79,3,5,Administrative,3,Married,18041,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12,No
1865341,47,26,Travel_Rarely,1349,Maternity,23,3,Life Sciences,1,1,Female,90,3,1,Other,4,Divorced,2886,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2,No
1051420,48,30,Non-Travel,1400,Maternity,3,3,Life Sciences,1,3,Male,53,3,1,Nurse,4,Married,2097,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4,No
1589813,47,29,Travel_Rarely,986,Maternity,3,4,Medical,1,2,Male,93,2,3,Administrative,3,Married,11935,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7,No
1297138,46,29,Travel_Rarely,408,Maternity,25,5,Technical Degree,1,3,Female,71,2,1,Other,2,Married,2546,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1,Yes
1191505,74,19,Travel_Rarely,489,Neurology,2,2,Technical Degree,1,1,Male,52,2,1,Other,4,Single,2564,18437,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,Yes
1708021,43,30,Non-Travel,1398,Cardiology,22,4,Other,1,3,Female,69,3,3,Nurse,1,Married,8412,2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8,No
1353649,40,57,Travel_Rarely,210,Cardiology,29,3,Marketing,1,1,Male,56,2,4,Administrative,4,Divorced,14118,22102,3,Y,No,12,3,3,80,1,32,3,2,1,0,0,0,No
1669573,41,50,Travel_Rarely,1099,Neurology,29,4,Life Sciences,1,2,Male,88,2,4,Other,3,Married,17046,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7,No
1613984,42,30,Non-Travel,1116,Maternity,2,3,Medical,1,3,Female,49,3,1,Nurse,4,Single,2564,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7,No
1269877,48,60,Travel_Frequently,1499,Cardiology,28,3,Marketing,1,3,Female,80,2,3,Nurse,1,Married,10266,2845,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11,No
1593662,42,47,Travel_Rarely,983,Neurology,2,2,Medical,1,1,Female,65,3,2,Therapist,4,Divorced,5070,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4,No
1580340,42,46,Travel_Rarely,1009,Maternity,2,3,Life Sciences,1,1,Male,51,3,4,Administrative,3,Married,17861,2288,6,Y,No,13,3,3,80,0,26,2,1,3,2,0,1,No
1354096,48,35,Travel_Rarely,144,Maternity,22,3,Life Sciences,1,4,Male,46,1,1,Nurse,3,Single,4230,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3,No
1667303,43,54,Travel_Rarely,548,Maternity,8,4,Life Sciences,1,3,Female,42,3,2,Nurse,3,Single,3780,23428,7,Y,No,11,3,3,80,0,19,3,3,1,0,0,0,No
1095688,43,34,Travel_Rarely,1303,Maternity,2,4,Life Sciences,1,4,Male,62,2,1,Other,3,Divorced,2768,8416,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7,No
1725110,47,31,Travel_Rarely,1274,Maternity,9,1,Life Sciences,1,3,Male,33,3,3,Therapist,2,Divorced,10648,14394,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8,No
1563027,49,33,Travel_Rarely,1277,Neurology,15,1,Medical,1,2,Male,56,3,3,Other,3,Married,13610,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7,Yes
1173414,44,33,Travel_Rarely,587,Maternity,10,1,Medical,1,1,Male,38,1,1,Nurse,4,Divorced,3408,6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3,No
1188476,48,30,Travel_Rarely,413,Cardiology,7,1,Marketing,1,4,Male,57,3,1,Other,2,Single,2983,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2,No
1204541,42,35,Travel_Rarely,1276,Maternity,16,3,Life Sciences,1,4,Male,72,3,3,Nurse,3,Married,7632,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0,No
1736866,40,31,Travel_Frequently,534,Maternity,20,3,Life Sciences,1,1,Male,66,3,3,Nurse,3,Married,9824,22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0,Yes
1776529,41,34,Travel_Frequently,988,Neurology,23,3,Human Resources,1,2,Female,43,3,3,Other,1,Divorced,9950,11533,9,Y,Yes,15,3,3,80,3,11,2,3,3,2,0,2,Yes
1489398,41,42,Travel_Frequently,1474,Maternity,5,2,Other,1,2,Male,97,3,1,Nurse,3,Married,2093,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0,No
1673608,43,36,Non-Travel,635,Cardiology,10,4,Medical,1,2,Male,32,3,3,Nurse,4,Single,9980,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7,No
1107497,40,22,Travel_Frequently,1368,Maternity,4,1,Technical Degree,1,3,Male,99,2,1,Nurse,3,Single,3894,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,No
1096432,44,48,Travel_Rarely,163,Cardiology,2,5,Marketing,1,2,Female,37,3,2,Nurse,4,Married,4051,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7,No
1045162,40,55,Travel_Rarely,1117,Cardiology,18,5,Life Sciences,1,1,Female,83,3,4,Administrative,2,Single,16835,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7,No
1756239,41,41,Non-Travel,267,Cardiology,10,2,Life Sciences,1,4,Male,56,3,2,Nurse,4,Single,6230,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10,No
1372229,47,35,Travel_Rarely,619,Cardiology,1,3,Marketing,1,2,Male,85,3,2,Nurse,3,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9,No
1413753,45,40,Travel_Rarely,302,Neurology,6,3,Life Sciences,1,2,Female,75,3,4,Therapist,3,Single,13237,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13,No
1394294,48,39,Travel_Frequently,443,Maternity,8,1,Life Sciences,1,3,Female,48,3,1,Nurse,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7,No
1233772,43,31,Travel_Rarely,828,Cardiology,2,1,Life Sciences,1,2,Male,77,3,2,Nurse,4,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,No
1882668,43,42,Travel_Rarely,319,Maternity,24,3,Medical,1,4,Male,56,3,3,Therapist,1,Married,7406,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8,No
1218847,42,45,Travel_Rarely,561,Cardiology,2,3,Other,1,4,Male,61,3,2,Nurse,2,Married,4805,16177,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7,No
1636995,40,26,Travel_Frequently,426,Neurology,17,4,Life Sciences,1,2,Female,58,3,1,Other,3,Divorced,2741,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0,Yes
1780761,47,29,Travel_Rarely,232,Maternity,19,3,Technical Degree,1,4,Male,34,3,2,Therapist,4,Divorced,4262,22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2,No
1375351,41,33,Travel_Rarely,922,Maternity,1,5,Medical,1,1,Female,95,4,4,Administrative,3,Divorced,16184,22578,4,Y,No,19,3,3,80,1,10,2,3,6,1,0,5,No
1670281,41,31,Travel_Rarely,688,Cardiology,7,3,Life Sciences,1,3,Male,44,2,3,Administrative,4,Divorced,11557,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1,No
1138891,74,18,Travel_Frequently,1306,Cardiology,5,3,Marketing,1,2,Male,69,3,1,Other,2,Single,1878,8059,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0,Yes
1755403,41,40,Non-Travel,1094,Cardiology,28,3,Other,1,3,Male,58,1,3,Nurse,1,Divorced,10932,11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1,No
1566630,40,41,Non-Travel,509,Maternity,2,4,Other,1,1,Female,62,2,2,Nurse,3,Single,6811,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7,No
1777635,40,26,Travel_Rarely,775,Cardiology,29,2,Medical,1,1,Male,45,3,2,Nurse,3,Divorced,4306,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0,No
1427912,43,35,Travel_Rarely,195,Cardiology,1,3,Medical,1,1,Female,80,3,2,Nurse,3,Single,4859,6698,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3,No
1884554,40,34,Travel_Rarely,258,Cardiology,21,4,Life Sciences,1,4,Male,74,4,2,Nurse,4,Single,5337,19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7,No
1335605,73,26,Travel_Rarely,471,Maternity,24,3,Technical Degree,1,3,Male,66,1,1,Nurse,4,Single,2340,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0,Yes
1361476,45,37,Travel_Rarely,799,Neurology,1,3,Technical Degree,1,2,Female,59,3,3,Therapist,4,Single,7491,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2,No
1057253,40,46,Travel_Frequently,1034,Maternity,18,1,Medical,1,1,Female,86,3,3,Nurse,3,Married,10527,8984,5,Y,No,11,3,4,80,0,28,3,2,2,2,1,2,No
1617735,49,41,Travel_Rarely,1276,Cardiology,2,5,Life Sciences,1,2,Female,91,3,4,Administrative,1,Married,16595,5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8,No
1037353,47,37,Non-Travel,142,Cardiology,9,4,Medical,1,1,Male,69,3,3,Nurse,2,Divorced,8834,24666,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7,No
1455020,49,52,Travel_Rarely,956,Maternity,6,2,Technical Degree,1,4,Male,78,3,2,Other,1,Divorced,5577,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9,No
1689256,44,32,Non-Travel,1474,Cardiology,11,4,Other,1,4,Male,60,4,2,Nurse,3,Married,4707,23914,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2,No
1793245,49,24,Travel_Frequently,535,Cardiology,24,3,Medical,1,4,Male,38,3,1,Other,4,Married,2400,5530,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1,No
1267131,46,38,Travel_Rarely,1495,Maternity,10,3,Medical,1,3,Female,76,3,2,Nurse,3,Married,9824,22174,3,Y,No,19,3,3,80,1,18,4,3,1,0,0,0,No
1105684,46,37,Travel_Rarely,446,Neurology,1,4,Life Sciences,1,2,Female,65,3,2,Therapist,2,Married,6447,15701,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3,No
1206385,48,49,Travel_Rarely,1245,Maternity,18,4,Life Sciences,1,4,Male,58,2,5,Administrative,3,Divorced,19502,2125,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9,No
1487282,45,24,Travel_Rarely,691,Maternity,23,3,Medical,1,2,Male,89,4,1,Other,4,Married,2725,21630,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4,No
1295289,40,26,Travel_Rarely,703,Cardiology,28,2,Marketing,1,1,Male,66,3,2,Nurse,2,Married,6272,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4,No
1875209,47,24,Travel_Rarely,823,Maternity,17,2,Other,1,4,Male,94,2,1,Nurse,2,Married,2127,9100,1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0,No
1079394,47,50,Travel_Frequently,1246,Neurology,3,3,Medical,1,1,Male,99,3,5,Administrative,2,Married,18200,7999,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7,No
1353559,48,25,Travel_Rarely,622,Cardiology,13,1,Medical,1,2,Male,40,3,1,Other,3,Married,2096,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6,No
1119549,45,24,Travel_Frequently,1287,Maternity,7,3,Life Sciences,1,1,Female,55,3,1,Nurse,3,Married,2886,14168,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2,Yes
1209208,49,30,Travel_Frequently,448,Cardiology,12,4,Life Sciences,1,2,Male,74,2,1,Other,1,Married,2033,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0,Yes
1228187,48,34,Travel_Rarely,254,Maternity,1,2,Life Sciences,1,2,Male,83,2,1,Other,4,Married,3622,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3,No
1090528,48,31,Travel_Rarely,1365,Cardiology,13,4,Medical,1,2,Male,46,3,2,Nurse,1,Divorced,4233,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2,No
1665575,42,35,Travel_Rarely,538,Maternity,25,2,Other,1,1,Male,54,2,2,Nurse,4,Single,3681,14004,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2,No
1761086,43,31,Travel_Rarely,525,Cardiology,6,4,Medical,1,1,Male,66,4,2,Nurse,4,Divorced,5460,6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7,No
1591129,44,27,Travel_Rarely,798,Maternity,6,4,Medical,1,1,Female,66,2,1,Other,3,Divorced,2187,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3,No
1518444,41,37,Travel_Rarely,558,Cardiology,2,3,Marketing,1,4,Male,75,3,2,Nurse,3,Married,9602,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0,No
1814200,43,42,Travel_Rarely,622,Maternity,2,4,Life Sciences,1,3,Female,81,3,2,Nurse,4,Married,4089,5718,1,Y,No,13,3,2,80,2,10,4,3,10,2,2,2,No
1669153,41,43,Travel_Rarely,782,Maternity,6,4,Other,1,2,Male,50,2,4,Administrative,4,Divorced,16627,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0,No
1668455,44,38,Travel_Rarely,362,Maternity,1,1,Life Sciences,1,3,Female,43,3,1,Other,1,Single,2619,14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0,No
1251852,43,43,Travel_Frequently,1001,Maternity,9,5,Medical,1,4,Male,72,3,2,Nurse,3,Divorced,5679,19627,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7,No
1589946,46,48,Travel_Rarely,1236,Neurology,1,4,Life Sciences,1,4,Female,40,2,4,Other,1,Married,15402,17997,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2,No
1580530,48,44,Travel_Rarely,1112,Neurology,1,4,Life Sciences,1,1,Female,50,2,2,Other,3,Single,5985,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2,No
1718961,47,34,Travel_Rarely,204,Cardiology,14,3,Technical Degree,1,3,Female,31,3,1,Other,3,Divorced,2579,2912,1,Y,Yes,18,3,4,80,2,8,3,3,8,2,0,6,No
1792606,43,27,Travel_Rarely,1420,Cardiology,2,1,Marketing,1,3,Male,85,3,1,Other,1,Divorced,3041,16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2,No
1147261,47,21,Travel_Rarely,1343,Cardiology,22,1,Technical Degree,1,3,Male,49,3,1,Other,3,Single,3447,24444,1,Y,No,11,3,3,80,0,3,2,3,3,2,1,2,No
1434704,45,44,Travel_Rarely,1315,Neurology,3,4,Other,1,4,Male,35,3,5,Other,4,Married,19513,9358,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1,No
1794793,43,22,Travel_Rarely,604,Maternity,6,1,Medical,1,1,Male,69,3,1,Other,3,Married,2773,12145,0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2,No
1034561,48,33,Travel_Rarely,1216,Cardiology,8,4,Marketing,1,3,Male,39,3,2,Nurse,3,Divorced,7104,20431,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2,No
1745732,48,32,Travel_Rarely,646,Maternity,9,4,Life Sciences,1,1,Female,92,3,2,Other,4,Married,6322,18089,1,Y,Yes,12,3,4,80,1,6,2,2,6,4,0,5,No
1477313,49,30,Travel_Frequently,160,Maternity,3,3,Medical,1,3,Female,71,3,1,Other,3,Divorced,2083,22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0,No
1624205,41,53,Travel_Rarely,238,Cardiology,1,1,Medical,1,4,Female,34,3,2,Nurse,1,Single,8381,7507,7,Y,No,20,4,4,80,0,18,2,4,14,7,8,10,No
1641585,41,34,Travel_Rarely,1397,Maternity,1,5,Life Sciences,1,2,Male,42,3,1,Other,4,Married,2691,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8,No
1080875,45,45,Travel_Frequently,306,Cardiology,26,4,Life Sciences,1,1,Female,100,3,2,Nurse,1,Married,4286,5630,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0,Yes
1551597,49,26,Travel_Rarely,991,Maternity,6,3,Life Sciences,1,3,Female,71,3,1,Nurse,4,Married,2659,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2,No
1498477,49,37,Travel_Rarely,482,Neurology,3,3,Other,1,3,Male,36,3,3,Therapist,3,Married,9434,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8,No
1507332,45,29,Travel_Rarely,1176,Cardiology,3,2,Medical,1,2,Female,62,3,2,Nurse,3,Married,5561,3487,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2,No
1398672,42,35,Travel_Rarely,1017,Maternity,6,4,Life Sciences,1,2,Male,82,1,2,Other,4,Single,6646,19368,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8,No
